,Unnamed: 0,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
41,42,thankyouajith,thankyouajith,thankyou ajith,than kyouajith,thank you ajith,thankyouajit h,t hankyouajith,tha nkyouajith,thank youajith,thankyouaji th,th ankyouajith,roman,228356,$4,Hashtag has named entities,"[{""start"": 8, ""end"": 13, ""text"": ""ajith"", ""labels"": [""Named Entity""]}]","{""text"": [""thankyouajith"", ""thankyouajith""]}",4,603,2021-10-14T19:46:43.588723Z,2021-10-14T19:56:48.984395Z,1519.055,thank you ajith,thank youajith,thank you ajith,thankyou a jith,thank you ajit h,thankyoua jith,thankyouajith,thank you a jith,thank youa jith,thankyou ajith,thank youaji th
42,43,sarkar,sarkar,sar kar,sarka r,sa r kar,sark ar,s arkar,s ar kar,sa rkar,sark a r,sar k ar,roman,228350,$1,Hashtag has non english token ,None,"{""text"": [""sarkar"", ""sarkar""]}",4,597,2021-10-14T19:43:46.539435Z,2021-10-14T19:44:17.495633Z,767.623,sarkar,sarkar,sar kar,s ark ar,s arkar,sark ar,s ar kar,s ar k ar,sarka r,sa rkar,s ar k a r
43,44,nobodysfault,nobodysfault,nobody s fault,nobodys fault,no body s fault,nobodysfaul t,no bodysfault,n obodysfault,nobodysfau lt,nobody sfault,nobodysf ault,roman,228338,$3,None,None,"{""text"": [""nobodysfault"", ""nobodysfault""]}",4,509,2021-09-27T14:27:26.743758Z,2021-10-14T19:41:54.112846Z,624.235,nobodys fault,nobody s fault,nobodysfault,no bodys fault,nobody sfault,nobod ys fault,nobodys fault,no body s fault,no bodysfault,no body sfault,n o bodys fault
44,45,saaho,saaho,saah o,saa ho,sa aho,s aa ho,s aaho,sa a ho,s aah o,sa ah o,saa h o,roman,229248,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""saaho"", ""labels"": [""Named Entity""]}]","{""text"": [""saaho"", ""saaho"", ""saaho""]}",3,574,2021-10-02T08:59:51.612719Z,2021-10-02T09:00:00.019397Z,7040.183,saaho,saaho,s aaho,saah o,s a a ho,saa ho,sa aho,sa a ho,s aa ho,s a aho,s aah o
45,47,bolsonarogenocida,bolsonarogenocida,bolsonarogenocid a,bolsonarogenoci da,b olsonarogenocida,bo lsonarogenocida,bolsonarogenoc ida,bol sonarogenocida,bolsonaro genocida,bols onarogenocida,bolsonarogenoci d a,roman,229213,$8,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 9, ""text"": ""bolsonaro"", ""labels"": [""Named Entity""]}]","{""text"": [""bolsonarogenocida"", ""bolsonarogenocida""]}",3,539,2021-10-02T07:19:07.115911Z,2021-10-02T08:31:03.220258Z,5303.358,bolsonaro genocida,bolsonaro genocida,bolsonarogenocida,bol sonaro genocida,bolson aro genocida,bol so naro genocida,bolsona rogenocida,bolsonaroge nocida,bol sonar o genocida,bolsonar o genocida,bol son aro genocida
46,48,jota,jota,jot a,jo ta,j ota,jo t a,j o ta,j o t a,j ot a,,,roman,229224,$1,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 4, ""text"": ""jota"", ""labels"": [""Named Entity""]}]","{""text"": [""jota"", ""jota""]}",3,550,2021-10-02T07:26:47.382853Z,2021-10-02T08:30:51.762018Z,5291.896,jota,jota,jot a,j ota,jo ta,,,,,,
47,49,mahagathbandhan,mahagathbandhan,maha gathbandhan,maha gath bandhan,mahagathbandh an,mahagathbandha n,m ahagathbandhan,mahagathband han,mahagathban dhan,ma hagathbandhan,mahagath bandhan,roman,229212,$3,Hashtag has non english token ,None,"{""text"": [""mahagathbandhan"", ""mahagathbandhan""]}",3,538,2021-10-02T07:18:24.738803Z,2021-10-02T07:23:32.796415Z,1252.985,maha gath bandhan,mahagathbandhan,mah agathbandhan,ma ha gathbandhan,mahagath bandhan,maha gath bandhan,maha gathbandhan,ma hagathbandhan,m ahagathbandhan,ma ha gath bandhan,m ah agathbandhan
48,50,kaunachakaunlucha,kaunachakaunlucha,kaunachakaunluch a,kaunachakaunluc ha,k aunachakaunlucha,ka unachakaunlucha,kau nachakaunlucha,kaunachakaunlu cha,kaunachakaun lucha,kaunachakaunl ucha,kaun achakaunlucha,roman,229210,None,Hashtag has non english token ,None,"{""text"": [""kaun acha kaun lucha"", ""kaunachakaunlucha""]}",3,536,2021-10-02T07:17:30.871458Z,2021-10-02T07:23:16.523097Z,1236.705,kaun acha kaun lucha,kauna cha kaun lucha,kauna cha kaun lu cha,kauna cha kaunlu cha,kaun acha kaun lucha,kauna cha kaunlucha,kaunacha kaunlucha,kaunachakaunlucha,kauna chakaunlucha,kaun a cha kaun lucha,kauna chaka un lucha
49,51,virushka,virushka,virushk a,virus hka,vir ushka,vi rushka,v irushka,virush ka,viru shka,virus hk a,viru s hka,roman,228331,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""virushka"", ""labels"": [""Named Entity""]}]","{""text"": [""virushka"", ""virushka""]}",4,501,2021-09-27T14:23:57.531774Z,2021-09-27T14:24:09.959327Z,11271.229,virushka,virushka,v irushka,vi rush ka,virush ka,virus hka,vi rushka,viru shka,virus h ka,vir ushka,virus hk a
50,52,ramaneffect,raman effect,ramaneffect,ram an effect,ramaneffec t,r amaneffect,rama n effect,ram aneffect,ramaneffe ct,ra maneffect,rama neffect,roman,229173,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""raman"", ""labels"": [""Named Entity""]}]",ramaneffect,3,439,2021-09-27T13:46:40.904922Z,2021-09-27T13:54:05.055899Z,590.873,raman effect,raman effect,ram an effect,rama n effect,ram aneffect,r a man effect,r aman effect,ramaneffect,ra man effect,ra maneffect,r am an effect
51,53,happybirthdayvivek,happybirthdayvivek,happybirthday vivek,happy birthday vivek,happybirthdayviv ek,happy birth day vivek,happybirthdayvive k,ha ppybirthdayvivek,happybirth day vivek,h appybirthdayvivek,happy birthdayvivek,roman,228182,$3,Hashtag has named entities,"[{""start"": 13, ""end"": 18, ""text"": ""vivek"", ""labels"": [""Named Entity""]}]","{""text"": [""happybirthdayvivek"", ""happybirthdayvivek""]}",4,371,2021-09-27T11:16:47.062833Z,2021-09-27T11:16:59.901221Z,41.213,happy birthday vivek,happy birthday vivek,happybirthday vivek,happy birth day vivek,happy birthdayvive k,happybirth day vivek,happy birthday v ive k,happy birthday v ivek,happy birthday vive k,happy birthdayvivek,happybirthdayvivek
52,54,jhoothnahibolte,jhoothnahibolte,jhooth nahi bolte,jhoothnahibolt e,jhooth nahi bol te,jhoothnahibol te,jhooth na hi bolte,jhoothnahi bolte,j hoothnahibolte,jhooth nahibolte,jhoothnahibo lte,election,400039,$2,Hashtag has non english token ,None,jhoothnahibolte,1,2283,2022-01-05T05:29:29.302919Z,2022-01-05T05:29:29.302946Z,5.506,jhooth nahi bolte,jhoothnahibolte,jhooth nahibolte,jhooth na hi bolte,jhoothna hi bolte,jhooth nahi bolte,jhoothnahibo lte,jhooth nahi bol te,jhoothnah ibolte,jhoothna hibolte,jhoothnahibol te
53,55,balochistanisnotpakistan,balochistanisnotpakistan,balochistanisnotpakist an,balochistan is not pakistan,balochistanisnot pakistan,balochistanisnotpakista n,balochistanisnotpakis tan,b alochistanisnotpakistan,ba lochistanisnotpakistan,balochistanisnotpaki stan,bal ochistanisnotpakistan,election,400032,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 11, ""text"": ""balochistan"", ""labels"": [""Named Entity""]}, {""start"": 16, ""end"": 24, ""text"": ""pakistan"", ""labels"": [""Named Entity""]}]",balochistanisnotpakistan,1,2280,2022-01-05T05:23:26.336960Z,2022-01-05T05:23:26.337031Z,11.006,balochistan is not pakistan,balochistanisnotpakistan,balochistanis notpakistan,balochistan is not pakistan,balochistanisnot pakistan,balochistan isnot pakistan,balochistanis no tpakistan,balochistan is no tpakistan,balochistan is notpakistan,balochistan isnotpakistan,balochistanis not pakistan
54,56,northeastmumbai,northeastmumbai,northeast mumbai,north east mumbai,northeastmumba i,no rtheastmumbai,northeastmumb ai,nor theastmumbai,northeastmum bai,north eastmumbai,n ortheastmumbai,election,400026,$3,Hashtag has named entities,"[{""start"": 9, ""end"": 15, ""text"": ""mumbai"", ""labels"": [""Named Entity""]}]",northeastmumbai,1,2279,2022-01-05T05:22:58.704694Z,2022-01-05T05:22:58.704766Z,12.039,north east mumbai,northeastmumbai,north east mumbai,north east mum bai,northeastmumba i,northeast mumbai,north eastmumbai,northeast mumba i,north east mumba i,northeast mum bai,northeastm umbai
55,57,fvckyouchallange,fvckyouchallange,fvckyouchallang e,f vckyouchallange,fvckyouchallan ge,fvckyouchal lange,fvckyouchall ange,fv ckyouchallange,fvckyouchalla nge,fvc kyouchallange,fvckyouchallan g e,election,400019,None,None,None,fvck you challange,1,2278,2022-01-05T05:19:34.251518Z,2022-01-05T05:19:34.251546Z,11.989,fvck you challange,fvck you challange,f vck you challange,f vckyou challange,fvck youchallange,fvc kyou challange,fvckyou challange,fvckyouchallange,f v ck you challange,fvc k you challange,f vc k you challange
56,58,pujab,pujab,puja b,pu jab,p u jab,puj ab,p u j a b,p ujab,pu j a b,puj a b,pu j ab,election,300167,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""pujab"", ""labels"": [""Named Entity""]}]",pujab,3,1976,2021-12-30T13:59:50.212422Z,2021-12-30T13:59:50.212468Z,13.908,pujab,pujab,pu jab,p ujab,pu ja b,p u ja b,puja b,puj ab,p u jab,pu j ab,p u j ab
57,59,maoist,maoist,mao ist,maois t,maoi st,mao is t,ma oist,m aoist,mao i s t,mao i st,ma o ist,election,300162,$1,None,None,maoist,3,1973,2021-12-30T13:59:00.986247Z,2021-12-30T13:59:00.986293Z,1.912,maoist,maoist,mao is t,mao i st,mao i s t,maois t,ma oist,mao ist,ma o ist,maoi st,ma o is t
58,60,amitshahincuttack,amitshahincuttack,a mitshahincuttack,amitshahincuttac k,amit shah in cuttack,am itshahincuttack,amitshahincutt ack,amit shahincuttack,amitshah in cuttack,ami tshahincuttack,amitshahincut tack,election,300161,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""amit"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 8, ""text"": ""shah"", ""labels"": [""Named Entity""]}, {""start"": 10, ""end"": 17, ""text"": ""cuttack"", ""labels"": [""Named Entity""]}]",amitshahincuttack,3,1975,2021-12-30T13:59:26.758070Z,2021-12-30T13:59:26.758116Z,13.235,amit shah in cuttack,amit shahin cuttack,ami tshahin cuttack,amit shah i n cuttack,amit shahin cut tack,amitshahin cuttack,amit shahi n cuttack,amit shah in cuttack,a mit shahin cuttack,ami tshahi n cuttack,ami t shahi n cuttack
59,61,callgirlsinbangalore,callgirlsinbangalore,callgirlsinbangalor e,call girls in bangalore,callgirlsinbangalo re,c allgirlsinbangalore,call girlsinbangalore,callgirlsinbangal ore,ca llgirlsinbangalore,callgirls in bangalore,callgirlsinbanga lore,election,300160,$3,Hashtag has named entities,"[{""start"": 11, ""end"": 20, ""text"": ""bangalore"", ""labels"": [""Named Entity""]}]",callgirlsinbangalore,3,1974,2021-12-30T13:59:09.151372Z,2021-12-30T13:59:09.151416Z,6.551,call girls in bangalore,callgirls in bangalore,callgirls inbangalore,call girlsinbangalore,c all girls in bangalore,call girl sin bangalore,call girls in bangalore,call girls inbangalore,call girlsin bangalore,c allgirls in bangalore,c allgirls inbangalore
60,62,nationalharled,nationalharled,national harled,nationalhar led,nationalharle d,na tionalharled,nationalharl ed,national har led,n ationalharled,nation alharled,nat ionalharled,election,300158,$2,None,None,nationalharled,3,1972,2021-12-30T13:58:55.967659Z,2021-12-30T13:58:55.967710Z,4.898,national harled,national harled,national h arle d,nationalh arled,national h ar le d,national ha rled,national h arled,nationalharled,national h ar led,national ha r led,nationalharl ed
61,63,adm,adm,ad m,a dm,a d m,,,,,,,election,300157,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""adm"", ""labels"": [""Named Entity""]}]",adm,3,1971,2021-12-30T13:58:49.375161Z,2021-12-30T13:58:49.375210Z,23.849,adm,adm,ad m,,,,,,,,
62,64,vote4kaamdar,vote4kaamdar,vote4kaamda r,v ote4kaamdar,vote4kaam dar,vote4kaamd ar,vote 4kaamdar,vo te4kaamdar,vot e4kaamdar,vote4ka amdar,vote4 kaamdar,election,300155,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,vote 4 kaamdar,3,1970,2021-12-30T13:58:17.887088Z,2021-12-30T13:58:17.887134Z,13.239,vote 4 kaamdar,vote 4 kaam dar,vote 4kaamdar,vote4 kaamdar,vote4 kaam dar,vote 4 ka am dar,vote4kaamdar,vote 4 kaamdar,vote4ka amdar,vote 4 ka amdar,vote4kaam dar
63,65,armaanmalik,armaan malik,armaanmalik,a rmaanmalik,armaanmali k,arm aanmalik,ar maanmalik,armaan ma lik,armaanmal ik,armaanma lik,armaanm alik,election,300153,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""armaan"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 11, ""text"": ""malik"", ""labels"": [""Named Entity""]}]",armaanmalik,3,1969,2021-12-30T13:58:02.926547Z,2021-12-30T13:58:02.926590Z,9.213,armaan malik,armaan malik,ar maan malik,arma anmalik,arm aan malik,ar ma an malik,armaanmalik,arma an malik,arm aanmalik,ar maanmalik,arma anma lik
64,66,ceobihar,ceobihar,ceo bihar,c e o bihar,ceobiha r,ceobi har,c eobihar,ceo bi har,ce o bihar,ceobih ar,ce obihar,election,300151,$2,Hashtag has named entities,"[{""start"": 3, ""end"": 8, ""text"": ""bihar"", ""labels"": [""Named Entity""]}]",ceobihar,3,1968,2021-12-30T13:57:51.307897Z,2021-12-30T13:57:51.307946Z,5.948,ceo bihar,ceobihar,ceo bi har,ceobi har,ce o bi har,ceob i har,ceo bihar,ce obihar,ce obi har,c eobi har,ceo biha r
65,67,akhayakumar,akhaya kumar,akhayakumar,a khayakumar,akhayakuma r,akhayaku mar,akhayakum ar,akhayak umar,ak hayakumar,akha yakumar,akh ayakumar,election,300150,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""akhaya"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 11, ""text"": ""kumar"", ""labels"": [""Named Entity""]}]",akhayakumar,3,1967,2021-12-30T13:57:43.792532Z,2021-12-30T13:57:43.792580Z,9.701,akhaya kumar,akhayakumar,a khayakumar,akhayak umar,akh ayakumar,akhayakum ar,akhaya kumar,a khaya kumar,ak hayakumar,akh aya kumar,akhay akumar
66,68,rahulsayssorry,rahulsayssorry,rahul says sorry,rahulsayssorr y,rahulsays sorry,r ahulsayssorry,rahul sayssorry,rah ulsayssorry,ra hulsayssorry,rahulsayssor ry,rahu lsayssorry,election,300146,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""rahul"", ""labels"": [""Named Entity""]}]",rahulsayssorry,3,1966,2021-12-30T13:57:25.331676Z,2021-12-30T13:57:25.331720Z,5.79,rahul says sorry,rahul says sorry,rahulsayssorry,rahulsays sorry,rah u l says sorry,rah ul sayssorry,rahul sayssorry,rah ul says sorry,ra hul says sorry,rahu l says sorry,r ahul says sorry
67,69,priyankagandhis,priyankagandhis,priyanka gandhi s,priyankagandh is,priyanka gandhis,priyanka g and his,priyanka g and h is,priyankagand his,priyankagandhi s,priyankag and his,p riyankagandhis,election,300145,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 8, ""text"": ""priyanka"", ""labels"": [""Named Entity""]}, {""start"": 8, ""end"": 15, ""text"": ""gandhis"", ""labels"": [""Named Entity""]}]",priyankagandhis,3,1965,2021-12-30T13:57:18.426972Z,2021-12-30T13:57:18.427024Z,11.094,priyanka gandhis,priyanka gandhis,priyanka gandhi s,priyank agandhis,priyankag and his,priyankagandhis,priyanka g and his,priyanka g andhis,priyankagandhi s,priyanka gandh is,priyanka g and hi s
68,70,vijayprabhakaran,vijayprabhakaran,vijay prabhakaran,vijayprabhakar an,vijayprabhaka ran,vijayprabhakara n,v ijayprabhakaran,vijayprabha karan,vi jayprabhakaran,vij ayprabhakaran,vijayprabhak aran,election,300144,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""vijay"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 16, ""text"": ""prabhakaran"", ""labels"": [""Named Entity""]}]",vijayprabhakaran,3,1964,2021-12-30T13:57:06.079862Z,2021-12-30T13:57:06.079907Z,10.072,vijay prabhakaran,vijay prabhakaran,vijay prabha karan,vijayprabhakara n,vijayprabhakaran,vijay prabhakara n,vijayprabha karan,vi jay prabhakaran,vijay prabhak aran,vijay prabhakar an,vi jayprabhakaran
69,71,minhoon,minhoon,minho on,min hoon,min ho on,m in hoon,minh oon,min ho o n,minh o on,minhoo n,m inhoon,election,300143,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""min"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 7, ""text"": ""hoon"", ""labels"": [""Named Entity""]}]",minhoon,3,1963,2021-12-30T13:56:54.210253Z,2021-12-30T13:56:54.210299Z,25.984,min hoon,minhoon,minho on,minh oon,min ho on,minhoo n,mi nhoon,min hoon,m in hoon,minh o on,min h o on
70,72,jeemains,jee mains,jeemains,jee main s,jeemain s,jeema ins,j eemains,je emains,je e mains,jeemai ns,jeem ains,election,300142,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""jee"", ""labels"": [""Named Entity""]}]",jeemains,3,1962,2021-12-30T13:56:26.628440Z,2021-12-30T13:56:26.628486Z,8.584,jee mains,jee mains,je e mains,je emains,j ee mains,jeemains,jee main s,jee mai ns,je e main s,jeemain s,jeema ins
71,73,indiajadhavvictory,indiajadhavvictory,in diajadhavvictory,indiajadhavvictor y,indiajadhav victory,i ndiajadhavvictory,india jadhavvictory,indiajadhavvic tory,ind iajadhavvictory,indiajadhavvicto ry,indi ajadhavvictory,election,300140,None,None,"[{""start"": 0, ""end"": 5, ""text"": ""india"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 11, ""text"": ""jadhav"", ""labels"": [""Named Entity""]}]",india jadhav victory,3,1961,2021-12-30T13:56:15.860841Z,2021-12-30T13:56:15.860886Z,21.783,india jadhav victory,india jadhav victory,indiajadhav victory,india ja dhav victory,in dia jadhav victory,ind ia jadhav victory,india jadhavvictory,indiajadhavvictory,indi a jadhav victory,indi ajadhav victory,india ja dh av victory
72,74,idontwantmodi,idontwantmodi,i dont want modi,i do nt want modi,idontwantmod i,idontwantmo di,idontwant modi,i don t want modi,i dontwantmodi,id ontwantmodi,i do nt wa nt modi,election,300138,$2,Hashtag has named entities,"[{""start"": 9, ""end"": 13, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",idontwantmodi,3,1960,2021-12-30T13:55:51.137407Z,2021-12-30T13:55:51.137453Z,6.692,i dont want modi,i dont want modi,idontwantmodi,i dont want mo di,i dont wantmodi,i dontwantmodi,i don t want modi,i dont want mod i,i dont wantmod i,i dontwant modi,i don t wantmodi
73,75,modipromise15lakhs,modipromise15lakhs,modipromise15lakh s,m odipromise15lakhs,modi promise15lakhs,mo dipromise15lakhs,modipromise15lak hs,mod ipromise15lakhs,modipromise15 lakhs,modipromise15la khs,modipromise 15lakhs,election,300137,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities"", ""Hashtag has a mix of english and hindi tokens""]}","[{""start"": 0, ""end"": 4, ""text"": ""modi"", ""labels"": [""Named Entity""]}]",modi promise 15 lakhs,3,1959,2021-12-30T13:55:42.101828Z,2021-12-30T13:55:42.101874Z,15.234,modi promise 15 lakhs,mod i promise 15 lakhs,modi promise 15 lakhs,modipromise 15 lakhs,mod i promise 15 lakh s,modi promise15 lakhs,modipromise15 lakhs,mod i promise15 lakhs,mod i promise 15lakhs,modi promise 15 lakh s,mo di promise 15 lakhs
74,76,pissful,pissful,piss ful,pissfu l,p issful,piss f u l,pi ssful,pissf ul,pis sful,pis s ful,pissf u l,election,300127,$1,None,None,pissful,3,1958,2021-12-30T13:55:19.245541Z,2021-12-30T13:55:19.245587Z,2.513,pissful,pissful,piss f ul,piss fu l,pis sful,pi ssful,piss ful,p issful,p is sful,pissfu l,pissf ul
75,77,ndaa,ndaa,nda a,nd aa,n d a a,n daa,n da a,n d aa,nd a a,,,election,300126,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""ndaa"", ""labels"": [""Named Entity""]}]",ndaa,3,1957,2021-12-30T13:54:39.968512Z,2021-12-30T13:54:39.968557Z,6.401,ndaa,ndaa,nda a,nd a a,nd aa,,,,,,
76,78,pradhanmantri,pradhanmantri,pradhan mantri,pradhanmantr i,p radhanmantri,pradhanmant ri,pr adhanmantri,pradhanman tri,pra dhanmantri,pradhanmant r i,prad hanmantri,election,300123,$2,Hashtag has non english token ,None,pradhanmantri,3,1956,2021-12-30T13:54:29.569364Z,2021-12-30T13:54:29.569410Z,3.43,pradhan mantri,pradhan mantri,pr adhan mantri,pradhan mantr i,pradhanmantri,pradhanman tri,pradhanma ntri,pradhan man tri,pradh an mantri,pradhan mant ri,pra dhan mantri
77,79,nottingham,nottingham,notting ham,nott ingham,nottingha m,nottingh am,no ttingham,not tingham,n ottingham,notting ha m,not t ingham,election,300122,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 10, ""text"": ""nottingham"", ""labels"": [""Named Entity""]}]",nottingham,3,1955,2021-12-30T13:54:24.531646Z,2021-12-30T13:54:24.531693Z,13.089,nottingham,nottingham,not tingham,n ottingham,n otting ham,notting ham,nottingha m,nottingh am,no ttingham,not ting ham,nott ingham
78,80,teamsaadachowk,teamsaadachowk,teamsaadachow k,team saadachowk,t eamsaadachowk,te amsaadachowk,teams aadachowk,tea msaadachowk,teamsaada chowk,teamsaadacho wk,teamsaadach owk,election,300118,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,teams aada chowk,3,1954,2021-12-30T13:53:43.530897Z,2021-12-30T13:53:43.530942Z,20.864,teams aada chowk,team saada chowk,team saada chow k,team saadachowk,teams aa da chowk,teams aad a chowk,teams aada chowk,teamsaadachowk,teams aadachowk,teamsaada chowk,teamsaa da chowk
